index,mtx,m,n,nnz,mp16,mp4,mpnz
1250,0996_robot24c1_mat5_J.mtx,302,404,15118,322,3716,15118
1251,1415_bibd_49_3.mtx,1176,18424,55272,4786,18784,55272
1252,1534_relat7b.mtx,21924,1045,81355,20613,45919,81355
1253,1174_fd12.mtx,7500,7500,28462,3781,11448,28462
1254,1587_cti.mtx,16840,16840,96464,10787,36366,96464
1255,0978_n4c5-b4.mtx,2852,1350,14260,1191,5323,14260
1256,0854_deter0.mtx,1923,5468,11173,8805,10603,11173
1257,2046_g7jac120sc.mtx,35550,35550,475296,107108,247130,475296
1258,1459_car4.mtx,16384,33052,63724,4514,11516,63724
1259,1099_df2177.mtx,630,10358,22336,5341,13718,22336
1260,1804_cz20468.mtx,20468,20468,206076,11244,54866,206076
1261,2630_Ge99H100.mtx,112985,112985,8451395,510930,1843005,8451395
1262,1818_jan99jac100sc.mtx,34454,34454,215862,54212,99616,215862
1263,1736_OPF_3754.mtx,15435,15435,158273,12513,36295,158273
1264,2249_or2010.mtx,196621,196621,979512,659045,851733,979512
1265,0058_n4c5-b11.mtx,10,120,120,8,53,120
1266,1178_c-22.mtx,3792,3792,28872,2707,8412,28872
1267,1094_Hamrle2.mtx,5952,5952,22162,1890,4843,22162
1268,0805_iprob.mtx,3001,3001,9000,562,2251,9000
1269,2621_shipsec1.mtx,140874,140874,7813404,165035,773825,7813404
1270,2451_TSOPF_FS_b162_c4.mtx,40798,40798,2398220,28366,232800,2398220
1271,1821_lowThrust_8.mtx,17702,17702,216445,14651,56969,216445
1272,0069_ch4-4-b1.mtx,72,16,144,5,48,144
1273,1204_p2p-Gnutella05.mtx,8846,8846,31839,22506,26646,31839
1274,1777_mult_dcop_03.mtx,25187,25187,193216,80940,112947,193216
1275,0851_adder_dcop_03.mtx,1813,1813,11148,3711,6144,11148
1276,1813_copter1.mtx,17222,17222,211064,17235,68956,211064
1277,2219_sme3Da.mtx,12504,12504,874887,279551,623434,874887
1278,2430_mc2depi.mtx,525825,525825,2100225,163676,648698,2100225
1279,0166_lp_blend.mtx,74,114,522,32,154,522
1280,2007_c-57.mtx,37833,37833,405197,23517,82375,405197
1281,0514_stufe.mtx,1036,1036,3736,581,1936,3736
1282,1260_reorientation_6.mtx,3006,3006,37342,2421,9244,37342
1283,0675_fpga_dcop_03.mtx,1220,1220,5892,706,2483,5892
1284,1068_bcsstm35.mtx,30237,30237,20619,2036,8091,20619
1285,1084_ch6-6-b3.mtx,5400,2400,21600,2562,9638,21600
1286,1205_n2c6-b7.mtx,3990,5715,31920,3124,13095,31920
1287,0829_can_838.mtx,838,838,10010,637,2960,10010
1288,1276_G10.mtx,800,800,38352,2500,24992,38352
1289,2623_Ge87H76.mtx,112985,112985,7892195,486536,1766301,7892195
1290,0646_fpga_dcop_29.mtx,1220,1220,5892,706,2483,5892
1291,1795_chem_master1.mtx,40401,40401,201201,17604,70401,201201
1292,1140_G55.mtx,5000,5000,24996,21991,24820,24996
1293,1522_c-38.mtx,8127,8127,77689,7690,22066,77689
1294,1076_lpi_ceria3d.mtx,3576,4400,21178,1757,6848,21178
1295,0117_pivtol.mtx,102,102,306,21,78,306
1296,2366_mo2010.mtx,343565,343565,1656568,939778,1408850,1656568
1297,1107_barth4.mtx,6019,6019,23492,2378,7912,23492
1298,0332_oscil_dcop_50.mtx,430,430,1544,220,671,1544
1299,0071_Trec7.mtx,11,36,147,3,22,147
1300,1959_a2nnsnsl.mtx,80016,80016,347222,36564,93588,347222
1301,1075_swang1.mtx,3169,3169,20841,3517,10963,20841
1302,2296_Maragal_7.mtx,46845,26564,1200537,147420,372413,1200537
1303,2346_nemeth24.mtx,9506,9506,1506550,8869,124057,1506550
1304,2387_bbmat.mtx,38744,38744,1771722,29588,209006,1771722
1305,2020_ted_A.mtx,10605,10605,424587,4508,42852,424587
1306,0828_M80PI_n1.mtx,4028,4028,9927,846,3096,9927
1307,1274_G7.mtx,800,800,38352,2500,25080,38352
1308,1559_t2d_q9.mtx,9801,9801,87025,4251,17007,87025
1309,0721_orsirr_1.mtx,1030,1030,6858,473,1998,6858
1310,0988_Sieber.mtx,2290,2290,14873,573,2289,14873
1311,1532_lowThrust_3.mtx,7064,7064,80645,6438,23539,80645
1312,1702_fome12.mtx,24284,48920,142528,129297,140073,142528
1313,1525_pesa.mtx,11738,11738,79566,11538,33777,79566
1314,1383_cryg10000.mtx,10000,10000,49699,4314,12275,49699
1315,0113_GD95_c.mtx,62,62,287,14,76,287
1316,1704_pltexpa.mtx,26894,70364,143059,14473,57165,143059
1317,0737_reorientation_1.mtx,677,677,7326,603,2189,7326
1318,0152_bfwa62.mtx,62,62,450,14,120,450
1319,2606_boneS01.mtx,127224,127224,6715152,154724,769602,6715152
1320,1642_g7jac040.mtx,11790,11790,114671,22762,55213,114671
1321,2424_bcsstk30.mtx,28924,28924,2043492,30488,216319,2043492
1322,1719_hangGlider_4.mtx,15561,15561,149532,9829,39909,149532
1323,2454_net4-1.mtx,88343,88343,2441727,243914,909746,2441727
1324,0555_lp_scsd6.mtx,147,1350,4316,192,839,4316
1325,1052_G44.mtx,1000,1000,19980,3930,17233,19980
1326,0604_rel6.mtx,2340,157,5101,416,1982,5101
1327,2135_tomographic1.mtx,73159,59498,647495,170180,283020,647495
1328,0202_rajat11.mtx,135,135,812,51,174,812
1329,1766_dictionary28.mtx,52652,52652,178076,66993,125556,178076
1330,0350_M10PI_n.mtx,682,682,1633,214,661,1633
1331,0187_rel5.mtx,340,35,656,24,161,656
1332,1607_n4c6-b4.mtx,20058,5970,100290,8832,38658,100290
1333,0893_adder_dcop_64.mtx,1813,1813,11246,3748,6209,11246
1334,2316_Maragal_8.mtx,33212,75077,1308415,253044,617324,1308415
1335,1315_dw4096.mtx,8192,8192,41746,2572,10476,41746
1336,1324_freeFlyingRobot_15.mtx,6038,6038,43378,2743,11247,43378
1337,2409_conf5_4-8x8-05.mtx,49152,49152,1916928,50176,253952,1916928
1338,1111_G35.mtx,2000,2000,23556,9654,20575,23556
1339,1674_bodyy5.mtx,18589,18589,129281,8552,32776,129281
1340,2069_c-67.mtx,57975,57975,531935,33526,135452,531935
1341,2361_coAuthorsCiteseer.mtx,227320,227320,1628268,433320,679891,1628268
1342,0199_lp_share2b.mtx,96,162,777,33,146,777
1343,0912_adder_dcop_37.mtx,1813,1813,11246,3748,6209,11246
1344,0439_mcca.mtx,180,180,2659,53,537,2659
1345,1198_lpi_greenbea.mtx,2393,5596,31074,2791,9939,31074
1346,0741_cavity04.mtx,317,317,7327,167,1109,7327
1347,1907_dixmaanl.mtx,60000,60000,299998,18748,74998,299998
1348,0382_mk11-b1.mtx,990,55,1980,166,737,1980
1349,1412_ex7.mtx,1633,1633,54543,1141,8301,54543
1350,1754_SiH4.mtx,5041,5041,171903,11444,48649,171903
1351,0009_rel3.mtx,12,5,18,1,4,18
1352,0588_well1033.mtx,1033,320,4732,512,1682,4732
1353,1771_sctap1-2r.mtx,28830,63426,186366,16207,77333,186366
1354,2682_memchip.mtx,2707524,2707524,14810202,1529894,4838034,14810202
1355,2277_pds-100.mtx,156243,514577,1096002,752806,1012521,1096002
1356,0323_oscil_dcop_31.mtx,430,430,1544,220,671,1544
1357,0848_cage8.mtx,1015,1015,11003,726,3656,11003
1358,0603_de080285.mtx,936,1908,5082,620,2299,5082
1359,1682_c-39.mtx,9271,9271,136811,10426,33692,136811
1360,2542_gupta2.mtx,62064,62064,4248286,185151,1254480,4248286
1361,1025_freeFlyingRobot_4.mtx,2358,2358,18218,1133,4475,18218
1362,1454_gen.mtx,769,2561,63086,3164,14081,63086
1363,0266_bibd_15_3.mtx,105,455,1365,89,487,1365
1364,1461_rosen10.mtx,2056,6152,64192,769,4610,64192
1365,2386_karted.mtx,46502,133115,1770349,289574,1244158,1770349
1366,2562_rajat29.mtx,643994,643994,4866270,601332,1717844,4866270
1367,2754_coPapersDBLP.mtx,540486,540486,30491458,2451037,6989478,30491458
1368,1584_epb1.mtx,14734,14734,95053,6399,23800,95053
1369,1722_model10.mtx,4400,16819,150372,8752,31272,150372
1370,1337_beause.mtx,497,507,44551,977,8793,44551
1371,2169_id2010.mtx,149842,149842,728264,475251,639047,728264
1372,1067_kineticBatchReactor_1.mtx,2052,2052,20600,2043,7222,20600
1373,1072_sherman5.mtx,3312,3312,20793,1418,4664,20793
1374,0173_Trec8.mtx,23,84,549,11,87,549
1375,0778_N_pid.mtx,3625,3923,8054,2165,4079,8054
1376,2182_lhr34.mtx,35152,35152,764014,18223,125986,764014
1377,0443_lp_finnis.mtx,497,1064,2760,453,1558,2760
1378,2335_rgg_n_2_17_s0.mtx,131072,131072,1457506,339290,1278539,1457506
1379,0914_adder_dcop_34.mtx,1813,1813,11246,3748,6209,11246
1380,0311_oscil_dcop_36.mtx,430,430,1544,220,671,1544
1381,2601_TEM152078.mtx,152078,152078,6459326,252803,984278,6459326
1382,0262_S10PI_n1.mtx,528,528,1317,169,471,1317
1383,1146_model8.mtx,2896,6464,25277,1954,8693,25277
1384,2080_c-58.mtx,37595,37595,552557,79988,192061,552557
1385,1656_conf5_0-4x4-10.mtx,3072,3072,119808,3008,15872,119808
1386,1417_model9.mtx,2879,10939,55956,3238,12392,55956
1387,1936_fe_body.mtx,45087,45087,327468,27274,105576,327468
1388,0763_jagmesh5.mtx,1180,1180,7750,510,2139,7750
1389,1241_reorientation_5.mtx,2904,2904,35590,2571,9541,35590
1390,1866_bcsstk25.mtx,15439,15439,252241,11537,57094,252241
1391,0327_oscil_dcop_33.mtx,430,430,1544,220,671,1544
1392,0279_rajat14.mtx,180,180,1503,73,363,1503
1393,2538_debr.mtx,1048576,1048576,4194298,262140,1048572,4194298
1394,0300_oscil_dcop_29.mtx,430,430,1544,220,671,1544
1395,0160_bcspwr03.mtx,118,118,476,40,172,476
1396,1693_cavity20.mtx,4562,4562,138187,2920,19551,138187
1397,1377_bips07_1693.mtx,13275,13275,49044,7850,20949,49044
1398,1978_vsp_south31_slptsk.mtx,39668,39668,379828,111006,206118,379828
1399,0736_iiasa.mtx,669,3639,7317,849,3349,7317
1400,1683_abtaha2.mtx,37932,331,137228,25010,68289,137228
1401,1301_G22.mtx,2000,2000,39980,14426,36977,39980
1402,2215_fp.mtx,7548,7548,848553,21934,132561,848553
1403,1629_lp_pds_10.mtx,16558,49932,107605,70416,98185,107605
1404,2658_rail4284.mtx,4284,1096894,11284032,1568316,3509784,11284032
1405,0574_l9.mtx,244,1483,4659,240,867,4659
1406,1226_gemat11.mtx,4929,4929,33185,5516,12150,33185
1407,2159_image_interp.mtx,240000,120000,711683,44928,179293,711683
1408,2163_c-64b.mtx,51035,51035,717841,34056,137673,717841
1409,0293_oscil_dcop_17.mtx,430,430,1544,220,671,1544
1410,2047_g7jac120.mtx,35550,35550,475296,107108,247130,475296
1411,0783_cep1.mtx,1521,4769,8233,569,2977,8233
1412,0408_poisson2D.mtx,367,367,2417,493,1810,2417
1413,0638_fpga_dcop_05.mtx,1220,1220,5852,706,2470,5852
1414,0696_dwt_503.mtx,503,503,6027,336,1438,6027
1415,1921_crystk01.mtx,4875,4875,315891,5553,33589,315891
1416,0442_lp_scfxm1.mtx,330,600,2732,199,966,2732
1417,0822_pores_2.mtx,1224,1224,9613,645,1922,9613
1418,0754_dwt_878.mtx,878,878,7448,287,1528,7448
1419,1530_ex12.mtx,3973,3973,80211,2185,14326,80211
1420,1011_lp_pds_02.mtx,2953,7716,16571,10695,15095,16571
1421,1127_model3.mtx,1609,4578,23974,2466,7833,23974
1422,1824_ABACUS_shell_ud.mtx,23412,23412,218484,27668,133999,218484
1423,2006_c-55.mtx,32780,32780,403450,60465,130991,403450
1424,0122_lp_kb2.mtx,43,68,313,12,73,313
1425,2500_wiki-talk-temporal.mtx,1140149,1140149,3309592,2031837,2718907,3309592
1426,2730_AS365.mtx,3799275,3799275,22736152,12188408,15124909,22736152
1427,0589_illc1033.mtx,1033,320,4732,512,1682,4732
1428,0289_oscil_dcop_21.mtx,430,430,1544,220,671,1544
1429,0861_adder_dcop_08.mtx,1813,1813,11242,3746,6207,11242
1430,2414_rajat24.mtx,358172,358172,1948235,269475,784760,1948235
1431,2518_smt.mtx,25710,25710,3753184,87521,511032,3753184
1432,1535_relat7.mtx,21924,1045,81355,20613,45919,81355
1433,0546_b2_ss.mtx,1089,1089,4228,421,1822,4228
1434,0920_adder_dcop_50.mtx,1813,1813,11246,3748,6209,11246
1435,0936_G48.mtx,3000,3000,12000,1290,3750,12000
1436,1046_g7jac010sc.mtx,2880,2880,19635,2688,7636,19635
1437,1836_lowThrust_13.mtx,18476,18476,224897,15674,65696,224897
1438,1365_rosen2.mtx,1032,3080,47536,512,3330,47536
1439,0953_cz1268.mtx,1268,1268,12786,654,3425,12786
1440,1764_wang3.mtx,26064,26064,177168,14255,56424,177168
1441,2331_vfem.mtx,93476,93476,1434636,101649,474285,1434636
1442,0724_spaceShuttleEntry_1.mtx,560,560,6891,574,2152,6891
1443,0362_west0497.mtx,497,497,1727,159,613,1727
1444,2600_Chevron4.mtx,711450,711450,6376412,310658,1242625,6376412
1445,1199_c-23.mtx,3969,3969,31079,2749,8083,31079
1446,1694_cavity18.mtx,4562,4562,138187,2920,19551,138187
1447,2733_rel9.mtx,9888048,274669,23667183,13108510,17195685,23667183
1448,1395_lock1074.mtx,1074,1074,51588,509,4392,51588
1449,0689_fpga_dcop_30.mtx,1220,1220,5892,706,2483,5892
1450,1362_kneser_8_3_1.mtx,15737,15681,47042,36622,43600,47042
1451,0605_spaceStation_3.mtx,467,467,5103,355,1385,5103
1452,2676_italy_osm.mtx,6686493,6686493,14027956,2362238,6296384,14027956
1453,1065_t3dl_e.mtx,20360,20360,20360,1273,5090,20360
1454,1020_spaceStation_6.mtx,1111,1111,17595,821,3458,17595
1455,2105_nemeth16.mtx,9506,9506,587012,4215,51793,587012
1456,2753_GL7d20.mtx,1437547,1911130,29893084,29734865,29882227,29893084
1457,2048_c-59.mtx,41282,41282,480536,63991,148053,480536
1458,1782_vsp_befref_fxm_2_4_air02.mtx,14109,14109,196448,43899,95418,196448
1459,1281_G3.mtx,800,800,38352,2500,25305,38352
1460,0677_fpga_dcop_25.mtx,1220,1220,5892,706,2483,5892
1461,1853_ch7-8-b3.mtx,58800,11760,235200,26020,102662,235200
1462,1044_coater1.mtx,1348,1348,19457,958,6054,19457
1463,2710_GL7d21.mtx,822922,1437547,18174775,18029325,18164984,18174775
1464,1474_flowmeter5.mtx,9669,9669,67391,7027,32008,67391
1465,1082_utm1700b.mtx,1700,1700,21509,717,4417,21509
1466,0105_GD99_b.mtx,64,64,252,16,120,252
1467,1059_shyy41.mtx,4720,4720,20042,1686,5702,20042
1468,2186_dc1.mtx,116835,116835,766396,82277,278914,766396
1469,0341_oscil_dcop_41.mtx,430,430,1544,220,671,1544
1470,1255_photogrammetry2.mtx,4472,936,37056,1496,5588,37056
1471,0781_poli.mtx,4008,4008,8188,889,2582,8188
1472,2806_Long_Coup_dt6.mtx,1470152,1470152,87088992,1997335,5443062,87088992
1473,1266_dynamicSoaringProblem_7.mtx,3511,3511,37680,1818,7756,37680
1474,1283_G4.mtx,800,800,38352,2500,25050,38352
1475,1070_p2p-Gnutella08.mtx,6301,6301,20777,13340,16616,20777
1476,0593_bp_1400.mtx,822,822,4790,1238,2843,4790
1477,2183_trans4.mtx,116835,116835,766396,82277,278914,766396
1478,2672_CurlCurl_3.mtx,1219574,1219574,13544618,825614,4472966,13544618
1479,0796_EX2(0).mtx,560,560,8736,667,3374,8736
1480,0260_impcol_e.mtx,225,225,1308,66,329,1308
1481,2638_CurlCurl_2.mtx,806529,806529,8921789,543085,2939301,8921789
1482,1752_jan99jac080.mtx,27534,27534,171522,42704,78876,171522
1483,0049_n3c5-b1.mtx,45,10,90,3,26,90
1484,2773_dgreen.mtx,1200611,1200611,38259877,27950625,33522061,38259877
1485,2619_CO.mtx,221119,221119,7666057,615880,2406178,7666057
1486,0494_str_600.mtx,363,363,3279,353,1051,3279
1487,1865_rajat26.mtx,51032,51032,249302,32305,96114,249302
1488,0527_lshp_577.mtx,577,577,3889,273,1093,3889
1489,1326_c-29.mtx,5033,5033,43731,3439,12335,43731
1490,1491_L-9.mtx,17983,17983,71192,8224,29606,71192
1491,1805_mario001.mtx,38434,38434,206156,58420,109579,206156
1492,2256_G_n_pin_pout.mtx,100000,100000,1002396,624793,945653,1002396
1493,2138_g7jac160.mtx,47430,47430,656616,149492,343600,656616
1494,2566_ecology2.mtx,999999,999999,4995991,436744,1248990,4995991
1495,2037_tandem_dual.mtx,94069,94069,460493,77272,220306,460493
1496,2354_lp_nug30.mtx,52260,379350,1567800,805416,1034568,1567800
1497,2383_crystk03.mtx,24696,24696,1751178,29516,181250,1751178
1498,0798_well1850.mtx,1850,712,8758,875,2964,8758
1499,1621_nasa4704.mtx,4704,4704,104756,2842,19582,104756
1500,2820_Cube_Coup_dt6.mtx,2164760,2164760,127206144,2499672,7950384,127206144
1501,1457_bcsstk14.mtx,1806,1806,63454,1155,6584,63454
1502,1548_rajat08.mtx,19362,19362,83443,17642,42733,83443
1503,2205_n4c6-b11.mtx,69235,132402,830820,90675,360026,830820
1504,0942_Journals.mtx,124,124,12068,64,959,12068
1505,0310_oscil_dcop_09.mtx,430,430,1544,220,671,1544
1506,2503_amazon0505.mtx,410236,410236,3356824,1632508,2068421,3356824
1507,1034_lhr01.mtx,1477,1477,18592,614,3414,18592
1508,1553_c-44.mtx,10728,10728,85000,10553,26486,85000
1509,1483_ex20.mtx,2203,2203,69981,1702,10459,69981
1510,0946_cryg2500.mtx,2500,2500,12349,1075,4288,12349
1511,0291_oscil_dcop_57.mtx,430,430,1544,220,671,1544
1512,0038_Ragusa18.mtx,23,23,64,4,28,64
1513,2184_dc2.mtx,116835,116835,766396,82277,278914,766396
1514,1685_raefsky6.mtx,3402,3402,137845,2900,18325,137845
1515,0879_adder_dcop_61.mtx,1813,1813,11246,3748,6209,11246
1516,2478_stat96v2.mtx,29089,957432,2852184,77196,381900,2852184
1517,0629_netscience.mtx,1589,1589,5484,970,1853,5484
1518,2444_citationCiteseer.mtx,268495,268495,2313294,2293736,2310866,2313294
1519,1316_dw8192.mtx,8192,8192,41746,2572,10476,41746
1520,0433_lp_grow7.mtx,140,301,2612,46,315,2612
1521,1939_lpl1.mtx,32460,32460,328036,66747,186591,328036
1522,1132_spaceStation_14.mtx,1640,1640,24324,1616,6281,24324
1523,2544_pdb1HYS.mtx,36417,36417,4344765,50681,413011,4344765
1524,0334_oscil_dcop_53.mtx,430,430,1544,220,671,1544
1525,2259_rim.mtx,22560,22560,1014951,20889,177602,1014951
1526,1026_spiral.mtx,1434,1434,18228,602,2715,18228
1527,1051_G43.mtx,1000,1000,19980,3929,17277,19980
1528,0779_relat6.mtx,2340,157,8108,817,3408,8108
1529,0600_S40PI_n1.mtx,2028,2028,5007,471,1596,5007
1530,2422_net100.mtx,29920,29920,2033200,146818,555164,2033200
1531,2317_SiO.mtx,33401,33401,1317655,91214,370655,1317655
1532,2457_tsyl201.mtx,20685,20685,2454957,42551,299306,2454957
1533,0908_adder_dcop_52.mtx,1813,1813,11246,3748,6209,11246
1534,0869_adder_dcop_57.mtx,1813,1813,11246,3748,6209,11246
1535,0664_fpga_dcop_37.mtx,1220,1220,5892,706,2483,5892
1536,2788_wb-edu.mtx,9845725,9845725,57156537,5489980,17819248,57156537
1537,0146_bcsstm06.mtx,420,420,420,27,105,420
1538,1728_nsir.mtx,4453,10057,154939,10030,40422,154939
1539,1446_testbig.mtx,17613,31223,61639,5251,24214,61639
1540,1513_bips07_3078.mtx,21128,21128,75729,10061,21242,75729
1541,0571_nos7.mtx,729,729,4617,298,1811,4617
1542,0704_lp_perold.mtx,625,1506,6148,522,1950,6148
1543,1237_cell2.mtx,7055,7055,34855,2173,8790,34855
1544,1872_airfoil_2d.mtx,14214,14214,259688,37291,165140,259688
1545,1013_dwt_992.mtx,992,992,16744,364,3640,16744
1546,2633_TSOPF_FS_b300_c2.mtx,56814,56814,8767466,67244,664561,8767466
1547,0544_lp_degen2.mtx,444,757,4201,441,1676,4201
1548,0579_cdde1.mtx,961,961,4681,299,1639,4681
1549,1562_tuma1.mtx,22967,22967,87760,9393,33220,87760
1550,2821_Cube_Coup_dt0.mtx,2164760,2164760,127206144,2499672,7950384,127206144
1551,1892_mark3jac100.mtx,45769,45769,285215,63585,163638,285215
1552,0790_dwt_1007.mtx,1007,1007,8575,327,1740,8575
1553,2431_darcy003.mtx,389874,389874,2101242,593289,1115026,2101242
1554,0482_lp_modszk1.mtx,687,1620,3168,522,1444,3168
1555,2474_windtunnel_evap3d.mtx,40816,40816,2730600,171871,735400,2730600
1556,0428_S20PI_n1.mtx,1028,1028,2547,281,846,2547
1557,1825_ABACUS_shell_ld.mtx,23412,23412,218484,27668,133999,218484
1558,0330_oscil_dcop_51.mtx,430,430,1544,220,671,1544
1559,1090_ch7-7-b2.mtx,7350,882,22050,2173,9115,22050
1560,2528_xenon2.mtx,157464,157464,3866688,202656,725184,3866688
1561,0868_adder_dcop_16.mtx,1813,1813,11246,3748,6209,11246
1562,1593_comsol.mtx,1500,1500,97645,8438,56603,97645
1563,2398_appu.mtx,14000,14000,1853104,695255,1715306,1853104
1564,0784_lp_grow22.mtx,440,946,8252,149,994,8252
1565,0093_divorce.mtx,50,9,225,4,38,225
1566,0765_orbitRaising_4.mtx,915,915,7790,438,1723,7790
1567,1093_IG5-11.mtx,1227,1692,22110,1917,10705,22110
1568,1667_ri2010.mtx,25181,25181,125750,75862,106218,125750
1569,2137_Trec13.mtx,1301,6561,654517,20084,173661,654517
1570,0010_ch3-3-b2.mtx,6,18,18,2,6,18
1571,2348_nemeth25.mtx,9506,9506,1511758,8869,124057,1511758
1572,2614_Stanford_Berkeley.mtx,683446,683446,7583376,653809,2244130,7583376
1573,1486_lp_wood1p.mtx,244,2595,70216,2598,18249,70216
1574,2107_IG5-16.mtx,18846,18485,588326,122841,392240,588326
1575,2309_mac_econ_fwd500.mtx,206500,206500,1273389,288161,807716,1273389
1576,1930_goodwin.mtx,7320,7320,324784,6645,57345,324784
1577,1856_ACTIVSg70K.mtx,69999,69999,238627,59119,118644,238627
1578,2123_rajat25.mtx,87190,87190,607235,86080,238919,607235
1579,1206_G65.mtx,8000,8000,32000,2500,10000,32000
1580,1923_rgg_n_2_15_s0.mtx,32768,32768,320480,42676,251597,320480
1581,2659_bmw3_2.mtx,227362,227362,11288630,238135,1224733,11288630
1582,0292_oscil_dcop_14.mtx,430,430,1544,220,671,1544
1583,0389_GL6_D_10.mtx,163,341,2053,202,1244,2053
1584,0148_cis-n4c6-b1.mtx,210,21,420,20,131,420
1585,0267_n3c6-b2.mtx,455,105,1365,92,494,1365
1586,0416_662_bus.mtx,662,662,2474,570,1608,2474
1587,1314_Lederberg.mtx,8843,8843,41601,26000,36448,41601
1588,0006_mycielskian3.mtx,5,5,10,1,3,10
1589,1650_conf5_0-4x4-26.mtx,3072,3072,119808,3008,15872,119808
1590,2400_ch8-8-b4.mtx,376320,117600,1881600,229566,853774,1881600
1591,0476_bcsstm23.mtx,3134,3134,3134,196,784,3134
1592,0799_illc1850.mtx,1850,712,8758,875,2964,8758
1593,1662_sc205-2r.mtx,35213,62423,123239,12600,51212,123239
1594,1746_raefsky5.mtx,6316,6316,168658,3337,17813,168658
1595,0876_adder_dcop_32.mtx,1813,1813,11246,3748,6209,11246
1596,2816_hollywood-2009.mtx,1139905,1139905,113891327,21650321,46265173,113891327
1597,2306_al2010.mtx,252266,252266,1230482,814023,1083871,1230482
1598,1639_CurlCurl_0.mtx,11083,11083,113343,6903,36529,113343
1599,0747_scrs8-2b.mtx,1820,3499,7367,823,3778,7367
1600,1147_lnsp3937.mtx,3937,3937,25407,1510,8179,25407
1601,1931_EAT_SR.mtx,23219,23219,325589,246873,297749,325589
1602,2330_thermomech_dM.mtx,204316,204316,1423116,599208,654781,1423116
1603,0452_ck400.mtx,400,400,2860,123,494,2860
1604,0354_lpi_bgdbg1.mtx,348,629,1662,228,754,1662
1605,0533_tub1000.mtx,1000,1000,3996,187,748,3996
1606,2616_radiation.mtx,223104,223104,7637688,4225504,6851216,7637688
1607,2492_delaunay_n19.mtx,524288,524288,3145646,427483,1325066,3145646
1608,1160_Maragal_4.mtx,1964,1034,26719,2971,9740,26719
1609,2487_belgium_osm.mtx,1441295,1441295,3099940,670975,1525879,3099940
1610,1047_bcsstm12.mtx,1473,1473,19659,713,3671,19659
1611,2814_europe_osm.mtx,50912018,50912018,108109320,21520528,51620410,108109320
1612,1351_barth(0).mtx,6691,6691,46187,32853,39735,46187
1613,1249_G66.mtx,9000,9000,36000,3895,11250,36000
1614,2808_kron_g500-logn20.mtx,1048576,1048576,89239674,83044437,88005535,89239674
1615,1472_ex14.mtx,3251,3251,66775,1888,12379,66775
1616,0702_130bit.mtx,584,575,6120,1162,4002,6120
1617,0531_cis-n4c6-b2.mtx,1330,210,3990,306,1492,3990
1618,1556_kineticBatchReactor_9.mtx,8115,8115,86183,7439,25608,86183
1619,0381_bcsstm26.mtx,1922,1922,1922,121,481,1922
1620,0637_bcspwr07.mtx,1612,1612,5824,1037,3117,5824
1621,0109_GD97_b.mtx,47,47,264,9,71,264
1622,2596_rajat30.mtx,643994,643994,6175377,800837,2208258,6175377
1623,1119_hydr1c.mtx,5308,5308,23752,2258,9207,23752
1624,2427_sme3Db.mtx,29067,29067,2081063,921159,1615607,2081063
1625,0351_S10PI_n.mtx,682,682,1633,214,661,1633
1626,1514_cavity10.mtx,2597,2597,76367,1640,11139,76367
1627,2792_circuit5M.mtx,5558326,5558326,59524291,3217772,12528161,59524291
1628,0480_dwt_492.mtx,492,492,3156,247,899,3156
1629,1117_spaceStation_13.mtx,1617,1617,23649,1609,5678,23649
1630,0938_G50.mtx,3000,3000,12000,1276,3750,12000
1631,2610_cont1_l.mtx,1918399,1921596,7031999,560700,2239396,7031999
1632,2116_finan512.mtx,74752,74752,596992,59072,260416,596992
1633,1549_utm5940.mtx,5940,5940,83842,2578,16774,83842
1634,2180_Baumann.mtx,112211,112211,760631,48804,301357,760631
1635,2645_shipsec5.mtx,179860,179860,10113096,229742,1213585,10113096
1636,1519_cavity12.mtx,2597,2597,76367,1640,11139,76367
1637,0577_cdde5.mtx,961,961,4681,299,1639,4681
1638,1424_bayer03.mtx,6747,6747,56196,3086,12882,56196
1639,1620_r05.mtx,5190,9690,104145,5024,46008,104145
1640,0586_mk10-b4.mtx,945,4725,4725,1326,3350,4725
1641,2743_F1.mtx,343791,343791,26837113,1355977,4380588,26837113
1642,1846_lp_pds_20.mtx,33874,108175,232647,153041,212879,232647
1643,0932_G51.mtx,1000,1000,11818,3214,9422,11818
1644,1545_jan99jac040.mtx,13694,13694,82842,19689,37396,82842
1645,0510_bcsstm21.mtx,3600,3600,3600,225,900,3600
1646,1862_wing.mtx,62032,62032,243088,232481,240266,243088
1647,0251_bibd_9_5.mtx,36,126,1260,24,215,1260
1648,2428_bcsstk39.mtx,46772,46772,2089294,26784,251249,2089294
1649,0971_uk.mtx,4824,4824,13674,2566,7591,13674
1650,1645_ex31.mtx,3909,3909,115357,2703,19152,115357
1651,0247_lpi_mondou2.mtx,312,604,1208,150,421,1208
1652,1201_hep-th(0).mtx,8361,8361,31502,18605,22584,31502
1653,0493_bp_0.mtx,822,822,3276,502,1419,3276
1654,2535_Hardesty2.mtx,929901,303645,4020731,224823,932451,4020731
1655,1350_eurqsa.mtx,7245,7245,46142,4003,11261,46142
1656,0966_radfr1.mtx,1048,1048,13299,382,2111,13299
1657,0394_gre_512.mtx,512,512,2192,137,623,2192
1658,1793_jnlbrng1.mtx,40000,40000,199200,17250,49500,199200
